"n_PORiskAdditionalFloodInfo_PK","n_PORiskMasterFK","n_POTermMasterFK","n_CreatedTransactionFK","s_CommunityNumber","s_CommunityName","s_PanelNumber","s_MapSuffix","s_FloodZone","s_FloodZoneGroup","S_CommunitySFHA","s_CountyName","s_GrandfatheringTypeCode","s_BaseElevation","s_GICommunityNo","s_GIPanelNo","s_GIMapSuffix","s_GIMapZone","s_PriorPolicyNo","s_PriorPolicyExpDt","s_PriorCommunityNumber","s_PriorPanelNumber","s_PriorMapSuffix","s_PriorFloodZone","d_PriorMapDate","s_PriorBaseElevation","s_PolicyTypeCode","s_PolicyWaitingPeriod","d_PropertyPurchaseDt","s_PolicyMeetPRP","d_FloodLoanClosingDt","s_PriorCompanyNAIC","d_PriorNBDate","s_isInsuredTenant","s_RentalProperty","s_CondoOwnership","s_CondoDescription","s_IsCoverageFor","s_ManufactureMobileHome","s_DtOfConstructionSource","d_DateOfConstruction","s_BuildingCourseConstruction","s_BuildingOverWater","s_IsFoudationPartInWater","s_BuildingFederalLand","s_Occupancy","s_InsuredResides","s_NoOfUnits","s_BuildingPurpose","s_AddExtCoverage","s_Foundation","s_NoOfFloors","s_IsInsuredNonProfitEnt","s_IsBuildingHouseWarship","s_BuildingType","s_BuildingUse","s_IsSmallBusinessEmp","s_IsAgriculturalStruct","s_BuildingDescription","s_CBRSorOPA","d_CBRSOPADate","s_SevereLossProperty","s_FloodProgramType","s_FloodConstructionType","s_isBuildingWallRoof","d_InitialFirmDate","s_DetachedGarage","s_AddExtOtherAttachedGarage","n_ReplacementCost","n_ReplacementCostRatio","s_OtherBuilding","s_ContentLocationTRRP","s_PersonalPropertyHousehold","s_PersonalPropertyHouseholdDescribe","s_WithCOC_OR_EC","s_ElevationDifference","s_ElevationDifferenceTRRP","s_ElevationCertificateType","s_ElevatedBldgFreeObstruction","s_SubstantialImprovement","s_PolicyAssignment","n_PercResidentialPurposes","s_IsTownRowCondo","s_ResidentialUnit","s_NonResidentialUnit","s_TotalSqFootage","s_NonResidSqFootage","s_FloorInBuild","s_MobileHomePark","d_MobileHomeParkDate","s_IsPolicyMortgage","s_BaseFloodElevation","d_CurrentFirmDate","s_IsPriorFIPPolicy","s_IsReqByLender","s_IsPriorNFIPLapsed","s_IsCommunitySuspension","d_SuspensionDate","d_ReinstatementDate","s_IsEffeWithIn180Days","s_NoOfElevator","s_BldgConstructionType","s_NoOfDetatchedStruct","s_IsBldgContainME","s_AllMachinaryElevated","s_UnitLocatedOnFloor","s_IsPropNewlyMapped","s_IsNewPurchase","s_IsBldgNRHP","d_SubstantialImprovmentDate","s_IsPreFirmSubsidyEligible","s_RiskRating20","s_IsAddInsureds","s_TableNo","metadata","n_CreatedUser","d_CreatedDate","n_UpdatedUser","d_UpdatedDate"
425,58,302,425,"080132",,"0250",B,A,A,,OTERO COUNTY,NOGRANDFATHERING,,"000000","","",A,,,,,,,,,SFIP,LENDER30,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1973-01-01",NO,,NO,NO,SINGLEFAMILY,YES,"1","100RESIDENTIAL",,ELEWATEDONCRAWLSPACE,FLDONERFLOOR,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPREFIRM,NO,,NO,NO,135000.0,99,,LOWESTFLRONLYABOVEGROUNDLEVEL,NO,,,"09990",,"","10",,"",0,NO,,,,,,,,,"9999",,NO,NO,NO,NO,,,,"0",,,,,,,,,,YES,NO,,R2A,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGCONTENT""}",1,"2016-04-28 12:00:00",1,"2023-12-01 21:41:02"
426,48,304,427,"225205",,"0420",E,C,C,,ST. TAMMANY PARISH,NOGRANDFATHERING,,"225205","0420",E,C,,,,,,,,,PRP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1985-07-01",NO,,NO,NO,SINGLEFAMILY,YES,"1","100RESIDENTIAL",,,FLDONERFLOOR,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPOSTFIRM,NO,,NO,NO,20000.0,999,,LOWESTFLRONLYABOVEGROUNDLEVEL,NO,,,"09990",,"","10",,"",0,NO,,,,,,,,,"9999","1999-04-21",YES,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,P3A,"{""s_RRMethod"":""7"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGCONTENT""}",1,"2020-08-17 12:00:00",1,"2023-12-01 21:41:02"
427,49,305,428,"225199",,"0040",E,AE,AE,,JEFFERSON PARISH,CONTINUOUSCOVERAGE,,"225199","0185",F,X,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1975-01-01",NO,,NO,NO,TWOFOURFAMILY,NO,"3","100RESIDENTIAL",,SLABONGRADE,FLDONERFLOOR,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPOSTFIRM,NO,,NO,NO,4600.0,999,,,NO,,,"00030",PLUSTHREE,"4","10",,"",0,NO,,,,,,,,,-9999,"2018-02-02",NO,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,R3B,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGONLY""}",1,"2020-11-17 12:00:00",1,"2023-12-01 21:41:02"
428,54,307,430,"220058",,"0085",D,AE,AE,,EAST BATON ROUGE PARISH,NOGRANDFATHERING,,"220058","0085",D,AE,,,,,,,,,SFIP,LENDER30,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1993-05-17",NO,,NO,NO,SINGLEFAMILY,YES,"1","100RESIDENTIAL",,SLABONGRADE,FLDONERFLOOR,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPOSTFIRM,NO,,NO,NO,13000.0,999,,LOWESTFLRONLYABOVEGROUNDLEVEL,NO,,,"00030",PLUSTHREE,"","10",,"",0,NO,,,,,,,,,"51","1993-05-17",NO,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,R3B,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGCONTENT""}",1,"2017-04-06 12:00:00",1,"2023-12-01 21:41:03"
429,57,303,426,"120161",,"0142",G,AE,AE,,MARTIN COUNTY,NOGRANDFATHERING,,"000000","","",AE,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1977-01-01",NO,NOTOVERWATER,NO,NO,SINGLEFAMILY,YES,"1","100RESIDENTIAL",,SLABONGRADE,FLDONERFLOOR,NO,NO,,MAINHOUSEBLDG,NO,NO,,,,NO,FLOODREGULAR,FLDPREFIRM,NO,,NO,NO,100000.0,140,,,NO,,,"09990",,"","10",,"",0,NO,,,,,,,,,"0","2015-03-16",YES,NO,NO,NO,,,,"0",,,,,,,,,,YES,NO,,R2A,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGONLY""}",1,"2017-03-23 12:00:00",1,"2023-12-01 21:41:02"
430,46,306,429,"225201",,"0115",F,AE,AE,,JEFFERSON PARISH,NOGRANDFATHERING,,"000000","","",AE,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1964-01-01",NO,,NO,NO,SINGLEFAMILY,YES,"1","100RESIDENTIAL",,SLABONGRADE,FLDONERFLOOR,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPREFIRM,NO,,NO,NO,60000.0,135,,LOWESTFLRONLYABOVEGROUNDLEVEL,NO,,,"09990",,"","10",,"",0,NO,,,,,,,,,"9999","2018-02-02",NO,NO,NO,NO,,,,"0",,,,,,,,,,YES,NO,,R2A,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGCONTENT""}",1,"2020-07-29 12:00:00",1,"2023-12-01 21:41:02"
431,52,294,431,"225199",,"0040",E,AE,AE,,JEFFERSON PARISH,CONTINUOUSCOVERAGE,,"225199","0185",F,X,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1975-01-01",NO,,NO,NO,TWOFOURFAMILY,NO,"3","100RESIDENTIAL",,SLABONGRADE,FLDONERFLOOR,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPOSTFIRM,NO,,NO,NO,2300.0,999,,,NO,,,"00030",PLUSTHREE,"4","10",,"",0,NO,,,,,,,,,-9999,"2018-02-02",NO,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,R3B,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGONLY""}",1,"2020-11-17 12:00:00",1,"2023-12-01 21:41:02"
432,56,290,432,"345282",,"0592",F,AE,AE,,OCEAN COUNTY,NOGRANDFATHERING,,"345282","0592",F,AE,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,SUBSTANTIALIMPDT,"2006-07-01",NO,NOTOVERWATER,NO,NO,SINGLEFAMILY,NO,"1","100RESIDENTIAL",NAX,ELEWATEDONCRAWLSPACE,FLDTWOFLOORS,NO,NO,,MAINHOUSEBLDG,NO,NO,,,,NO,FLOODREGULAR,FLDPOSTFIRM,NO,,NO,YES,25000.0,999,,LOWESTFLRABOVEGROUNDLEVELHIGHFLRS,NO,,,"00060",PLUSSIX,"3","15",,"",0,NO,,,,,,,,,"8","2006-09-29",NO,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,R3B,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGCONTENT""}",1,"2016-11-18 12:00:00",1,"2023-12-01 21:41:02"
433,53,308,433,"120300",,"0415",A,A,A,,SUWANNEE COUNTY,CONTINUOUSCOVERAGE,,"120300","0367",B,AE,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1988-01-07",NO,,NO,NO,SINGLEFAMILY,YES,"1","100RESIDENTIAL",,ELEWATEDONCRAWLSPACE,FLDONERFLOOR,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPOSTFIRM,NO,,NO,NO,0.0,0,,LOWESTFLRONLYABOVEGROUNDLEVEL,NO,,,"00040",PLUSFOUR,"3","10",,"",0,NO,,,,,,,,,"41","1988-01-06",YES,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,R3C,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGCONTENT""}",1,"2017-03-09 12:00:00",1,"2023-12-01 21:41:02"
434,51,309,434,"225199",,"0040",E,AE,AE,,JEFFERSON PARISH,CONTINUOUSCOVERAGE,,"225199","0185",F,X,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1975-01-01",NO,,NO,NO,TWOFOURFAMILY,NO,"3","100RESIDENTIAL",,SLABONGRADE,FLDONERFLOOR,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPOSTFIRM,NO,,NO,NO,2300.0,999,,,NO,,,"00030",PLUSTHREE,"4","10",,"",0,NO,,,,,,,,,-9999,"2018-02-02",NO,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,R3B,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGONLY""}",1,"2020-11-17 12:00:00",1,"2023-12-01 21:41:03"
435,44,310,435,"120635",,"0441",L,AHB,"",,MIAMI-DADE COUNTY,NOGRANDFATHERING,,"120635","0441",L,AHB,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1979-07-01",NO,NOTOVERWATER,NO,NO,SINGLEFAMILY,YES,"1","100RESIDENTIAL",,SLABONGRADE,FLDONERFLOOR,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPOSTFIRM,NO,,NO,NO,10000.0,999,,LOWESTFLRONLYABOVEGROUNDLEVEL,NO,,,"00020",PLUSTWO,"","10",,"",0,NO,,,,,,,,,"9999","2009-09-11",NO,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,R3A,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGCONTENT""}",1,"2021-09-08 12:00:00",1,"2023-12-01 21:41:03"
436,50,296,437,"225199",,"0040",E,AE,AE,,JEFFERSON PARISH,CONTINUOUSCOVERAGE,,"225199","0185",F,X,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1975-01-01",NO,,NO,NO,SINGLEFAMILY,NO,"1","100RESIDENTIAL",,SLABONGRADE,FLDONERFLOOR,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPOSTFIRM,NO,,NO,NO,8330.0,999,,,NO,,,"00030",PLUSTHREE,"4","10",,"",0,NO,,,,,,,,,-9999,"2018-02-02",NO,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,R3B,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGONLY""}",1,"2020-11-17 12:00:00",1,"2023-12-01 21:41:03"
437,43,297,436,"120635",,"0602",L,AE,AE,,MIAMI-DADE COUNTY,NOGRANDFATHERING,,"000000","","",AE,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1972-07-01",NO,NOTOVERWATER,NO,NO,SINGLEFAMILY,YES,"1","100RESIDENTIAL",NAX,SLABONGRADE,FLDONERFLOOR,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPREFIRM,NO,,NO,YES,121000.0,160,,,NO,,,"00020",PLUSTWO,"","10",,"",0,NO,,,,,,,,,"10","2009-09-11",NO,NO,NO,NO,,,,"0",,,,,,,,,,YES,NO,,R3B,"{""s_RRMethod"":""B"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGONLY""}",1,"2020-12-23 12:00:00",1,"2023-12-01 21:41:03"
438,47,311,439,"225195",,"0310",D,AE,AE,,ACADIA PARISH,NOGRANDFATHERING,,"225195","0310",D,AE,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1940-07-01",NO,,NO,NO,SINGLEFAMILY,YES,"1","100RESIDENTIAL",,SLABONGRADE,FLDONERFLOOR,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPREFIRM,NO,,NO,NO,4300.0,999,,LOWESTFLRONLYABOVEGROUNDLEVEL,NO,,,"09990",,"","10",,"",0,NO,,,,,,,,,"19","2010-11-26",NO,NO,NO,NO,,,,"0",,,,,,,,,,YES,NO,,R2A,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGCONTENT""}",1,"2021-08-06 12:00:00",1,"2023-12-01 21:41:03"
439,45,300,438,"225205",,"0440",D,A10,"1",,ST. TAMMANY PARISH,NOGRANDFATHERING,,"225205","0440",D,A10,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1986-07-01",NO,,NO,NO,SINGLEFAMILY,YES,"1","100RESIDENTIAL",,SLABONGRADE,FLDTWOFLOORS,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPOSTFIRM,NO,,NO,NO,18500.0,999,,LOWESTFLRABOVEGROUNDLEVELHIGHFLRS,NO,,,"00010",PLUSONE,"","10",,"",0,NO,,,,,,,,,"9","1999-04-21",NO,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,R3B,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGCONTENT""}",1,"2017-07-24 12:00:00",1,"2023-12-01 21:41:03"
440,55,312,442,"481583",,"0280",L,X,X,,FORT BEND COUNTY,NOGRANDFATHERING,,"481583","0280",L,X,,,,,,,,,PRP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"2002-12-30",NO,,NO,NO,SINGLEFAMILY,YES,"1","100RESIDENTIAL",,,FLDTWOFLOORS,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPOSTFIRM,NO,,NO,NO,15000.0,999,,LOWESTFLRABOVEGROUNDLEVELHIGHFLRS,NO,,,"09990",,"2","10",,"",0,NO,,,,,,,,,"9999","2014-04-02",NO,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,P3A,"{""s_RRMethod"":""7"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGCONTENT""}",1,"2019-05-14 12:00:00",1,"2023-12-01 21:41:03"
441,58,302,440,"080132",,"0250",B,A,A,,OTERO COUNTY,NOGRANDFATHERING,,"080132","0250",B,A,,,,,,,,,SFIP,LENDER30,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1973-01-01",NO,,NO,NO,SINGLEFAMILY,YES,"1","100RESIDENTIAL",,ELEWATEDONCRAWLSPACE,FLDONERFLOOR,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPREFIRM,NO,,NO,NO,13500.0,986,,LOWESTFLRONLYABOVEGROUNDLEVEL,NO,,,"09990",,"","10",,"",0,NO,,,,,,,,,"9999",,NO,NO,NO,NO,,,,"0",,,,,,,,,,YES,NO,,R2A,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGCONTENT""}",1,"2017-04-25 12:00:00",1,"2023-12-01 21:41:03"
442,57,303,441,"120161",,"0142",G,AE,AE,,MARTIN COUNTY,NOGRANDFATHERING,,"120161","0142",G,AE,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1977-01-01",NO,NOTOVERWATER,NO,NO,SINGLEFAMILY,YES,"1","100RESIDENTIAL",,SLABONGRADE,FLDONERFLOOR,NO,NO,,MAINHOUSEBLDG,NO,NO,,,,NO,FLOODREGULAR,FLDPREFIRM,NO,,NO,NO,10000.0,999,,,NO,,,"09990",,"","10",,"",0,NO,,,,,,,,,"0","2015-03-16",YES,NO,NO,NO,,,,"0",,,,,,,,,,YES,NO,,R2A,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGONLY""}",1,"2017-10-17 12:00:00",1,"2023-12-01 21:41:03"
443,49,315,445,"225199",,"0040",E,AE,AE,,JEFFERSON PARISH,CONTINUOUSCOVERAGE,,"225199","0185",F,X,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1975-01-01",NO,,NO,NO,TWOFOURFAMILY,NO,"3","100RESIDENTIAL",,SLABONGRADE,FLDONERFLOOR,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPOSTFIRM,NO,,NO,NO,4600.0,999,,,NO,,,"00030",PLUSTHREE,"4","10",,"",0,NO,,,,,,,,,-9999,"2018-02-02",NO,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,R3B,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGONLY""}",1,"2021-11-24 12:00:00",1,"2023-12-01 21:41:03"
444,52,314,444,"225199",,"0040",E,AE,AE,,JEFFERSON PARISH,CONTINUOUSCOVERAGE,,"225199","0185",F,X,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1975-01-01",NO,,NO,NO,TWOFOURFAMILY,NO,"3","100RESIDENTIAL",,SLABONGRADE,FLDONERFLOOR,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPOSTFIRM,NO,,NO,NO,2300.0,999,,,NO,,,"00030",PLUSTHREE,"4","10",,"",0,NO,,,,,,,,,-9999,"2018-02-02",NO,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,R3B,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGONLY""}",1,"2020-11-17 12:00:00",1,"2023-12-01 21:41:03"
445,48,316,446,"225205",,"0420",E,C,C,,ST. TAMMANY PARISH,NOGRANDFATHERING,,"225205","0420",E,C,,,,,,,,,PRP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1985-07-01",NO,,NO,NO,SINGLEFAMILY,YES,"1","100RESIDENTIAL",,,FLDONERFLOOR,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPOSTFIRM,NO,,NO,NO,20000.0,999,,LOWESTFLRONLYABOVEGROUNDLEVEL,NO,,,"09990",,"","10",,"",0,NO,,,,,,,,,"9999","1999-04-21",YES,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,P3A,"{""s_RRMethod"":""7"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGCONTENT""}",1,"2021-08-10 12:00:00",1,"2023-12-01 21:41:03"
446,56,313,443,"345282",,"0592",F,AE,AE,,OCEAN COUNTY,NOGRANDFATHERING,,"000000","","",AE,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,SUBSTANTIALIMPDT,"2006-07-01",NO,NOTOVERWATER,NO,NO,SINGLEFAMILY,NO,"1","100RESIDENTIAL",NAX,ELEWATEDONCRAWLSPACE,FLDTWOFLOORS,NO,NO,,MAINHOUSEBLDG,NO,NO,,,,NO,FLOODREGULAR,FLDPOSTFIRM,NO,,NO,YES,250000.0,100,,LOWESTFLRABOVEGROUNDLEVELHIGHFLRS,NO,,,"00060",PLUSSIX,"3","15",,"",0,NO,,,,,,,,,"8",,NO,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,R3B,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGCONTENT""}",1,"2017-04-13 12:00:00",1,"2023-12-01 21:41:03"
447,50,317,449,"225199",,"0040",E,AE,AE,,JEFFERSON PARISH,CONTINUOUSCOVERAGE,,"225199","0185",F,X,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1975-01-01",NO,,NO,NO,SINGLEFAMILY,NO,"1","100RESIDENTIAL",,SLABONGRADE,FLDONERFLOOR,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPOSTFIRM,NO,,NO,NO,8330.0,999,,,NO,,,"00030",PLUSTHREE,"4","10",,"",0,NO,,,,,,,,,-9999,"2018-02-02",NO,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,R3B,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGONLY""}",1,"2020-11-17 12:00:00",1,"2023-12-01 21:41:04"
448,46,306,447,"225201",,"0115",F,AE,AE,,JEFFERSON PARISH,NOGRANDFATHERING,,"000000","","",AE,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1964-01-01",NO,,NO,NO,SINGLEFAMILY,YES,"1","100RESIDENTIAL",,SLABONGRADE,FLDONERFLOOR,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPREFIRM,NO,,NO,NO,60000.0,135,,LOWESTFLRONLYABOVEGROUNDLEVEL,NO,,,"09990",,"","10",,"",0,NO,,,,,,,,,"9999","2018-02-02",NO,NO,NO,NO,,,,"0",,,,,,,,,,YES,NO,,R2A,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGCONTENT""}",1,"2020-08-01 12:00:00",1,"2023-12-01 21:41:03"
449,53,308,448,"120300",,"0415",A,A,A,,SUWANNEE COUNTY,CONTINUOUSCOVERAGE,,"120300","0367",B,AE,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1988-01-07",NO,,NO,NO,SINGLEFAMILY,YES,"1","100RESIDENTIAL",,ELEWATEDONCRAWLSPACE,FLDONERFLOOR,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPOSTFIRM,NO,,NO,NO,0.0,0,,LOWESTFLRONLYABOVEGROUNDLEVEL,NO,,,"00040",PLUSFOUR,"3","10",,"",0,NO,,,,,,,,,"41","2007-09-28",YES,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,R3C,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGCONTENT""}",1,"2017-03-15 12:00:00",1,"2023-12-01 21:41:03"
450,45,318,450,"225205",,"0440",D,A10,"1",,ST. TAMMANY PARISH,NOGRANDFATHERING,,"225205","0440",D,A10,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1986-07-01",NO,,NO,NO,SINGLEFAMILY,YES,"1","100RESIDENTIAL",,SLABONGRADE,FLDTWOFLOORS,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPOSTFIRM,NO,,NO,NO,18500.0,999,,LOWESTFLRABOVEGROUNDLEVELHIGHFLRS,NO,,,"00010",PLUSONE,"","10",,"",0,NO,,,,,,,,,"9","1999-04-21",NO,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,R3B,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGCONTENT""}",1,"2018-07-03 12:00:00",1,"2023-12-01 21:41:04"
451,51,319,452,"225199",,"0040",E,AE,AE,,JEFFERSON PARISH,CONTINUOUSCOVERAGE,,"225199","0185",F,X,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1975-01-01",NO,,NO,NO,TWOFOURFAMILY,NO,"3","100RESIDENTIAL",,SLABONGRADE,FLDONERFLOOR,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPOSTFIRM,NO,,NO,NO,2300.0,999,,,NO,,,"00030",PLUSTHREE,"4","10",,"",0,NO,,,,,,,,,-9999,"2018-02-02",NO,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,R3B,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGONLY""}",1,"2021-11-24 12:00:00",1,"2023-12-01 21:41:04"
